#objectKey messif.objects.keys.AbstractObjectKey 3203_96_2718_479
479;mcdr.objects.ObjectMocapPose
2.92511, 17.7146, 23.642; 1.280816, 15.725839, 23.211163; 1.09646, 8.512146, 23.327875; 1.397997, 1.593095, 27.084213; 1.439572, 0.314522, 24.713362; 1.417051, 0.721931, 23.459692; 4.361617, 15.85486, 22.810875; 4.494756, 9.05186, 21.139746; 5.037863, 1.511489, 24.260958; 4.936604, 0.814558, 21.620893; 4.843152, 1.422104, 20.408566; 2.914157, 20.219038, 23.132568; 3.073846, 22.720737, 22.516468; 3.332782, 25.25416, 22.087963; 3.451604, 26.607323, 21.509144; 3.521784, 28.025417, 21.11975; 3.555176, 29.545853, 20.99834; -0.792951, 26.221571, 21.635609; -1.743822, 21.41736, 21.900217; -1.383769, 18.432129, 20.821993; -1.205091, 16.938263, 20.285908; -1.154356, 16.0854, 19.433338; -1.024667, 15.348259, 18.811453; -0.465065, 16.00755, 19.552233; 7.443514, 25.031418, 21.648033; 7.93194, 20.121504, 22.244095; 7.56226, 17.09491, 21.325996; 7.377817, 15.581767, 20.866266; 7.489507, 14.594791, 20.046078; 7.491863, 13.738866, 19.45792; 6.771506, 14.411548, 20.16881
2.88264, 17.7186, 23.7059; 1.2411, 15.729289, 23.26717; 1.091019, 8.514454, 23.359919; 1.398797, 1.583983, 27.094637; 1.434822, 0.317842, 24.71703; 1.409631, 0.732258, 23.46571; 4.323474, 15.859993, 22.879745; 4.476052, 9.065243, 21.177015; 5.039268, 1.5124, 24.264324; 4.932144, 0.808891, 21.626238; 4.834674, 1.400658, 20.406443; 2.873333, 20.221628, 23.18955; 3.039561, 22.72116, 22.56643; 3.308542, 25.25305, 22.135057; 3.437305, 26.6038, 21.55274; 3.512331, 28.021135, 21.161488; 3.546999, 29.541452, 21.03895; -0.809087, 26.22618, 21.624819; -1.759124, 21.41834, 21.816467; -1.387683, 18.441776, 20.71833; -1.20335, 16.952232, 20.172226; -1.137227, 16.107965, 19.312187; -0.996531, 15.376923, 18.685516; -0.450561, 16.02758, 19.443893; 7.424432, 25.02234, 21.751015; 7.896235, 20.110487, 22.344471; 7.531674, 17.088654, 21.40881; 7.349817, 15.577886, 20.940321; 7.482445, 14.590322, 20.123968; 7.499695, 13.73405, 19.536562; 6.76123, 14.407858, 20.227531
2.84193, 17.722, 23.77; 1.205688, 15.730624, 23.320967; 1.086921, 8.51492, 23.387936; 1.400944, 1.57483, 27.104225; 1.431235, 0.319514, 24.720806; 1.403236, 0.742344, 23.472364; 4.289936, 15.866046, 22.950449; 4.457939, 9.079469, 21.21685; 5.042101, 1.513568, 24.268082; 4.928505, 0.805253, 21.631554; 4.82667, 1.384273, 20.406012; 2.833306, 20.22328, 23.245234; 3.005857, 22.720469, 22.614481; 3.284581, 25.25103, 22.181505; 3.425068, 26.59935, 21.596275; 3.504355, 28.01607, 21.20363; 3.538597, 29.536345, 21.080471; -0.824438, 26.229717, 21.615538; -1.773837, 21.419306, 21.730453; -1.392597, 18.451523, 20.612097; -1.203408, 16.966356, 20.055824; -1.122901, 16.13063, 19.1887; -0.972024, 15.405573, 18.55746; -0.439079, 16.047112, 19.332685; 7.404755, 25.012922, 21.85174; 7.856854, 20.098948, 22.442976; 7.499033, 17.0816, 21.490395; 7.320569, 15.57307, 21.013468; 7.474127, 14.584657, 20.201826; 7.506335, 13.727843, 19.61584; 6.750245, 14.402909, 20.286196
2.80078, 17.7272, 23.8345; 1.169906, 15.734016, 23.374102; 1.078379, 8.517698, 23.41072; 1.401053, 1.567315, 27.10698; 1.427209, 0.319632, 24.719507; 1.396798, 0.745778, 23.472248; 4.256045, 15.874055, 23.021475; 4.440598, 9.095965, 21.256636; 5.043042, 1.516039, 24.269257; 4.925741, 0.802666, 21.634254; 4.820556, 1.375795, 20.406229; 2.793467, 20.226748, 23.301529; 2.972147, 22.72142, 22.662579; 3.259313, 25.25056, 22.226826; 3.410522, 26.59652, 21.638836; 3.494528, 28.012495, 21.244493; 3.529297, 29.532652, 21.120035; -0.840752, 26.23201, 21.603598; -1.792988, 21.420927, 21.640121; -1.398601, 18.461897, 20.50328; -1.202904, 16.981081, 19.937737; -1.110561, 16.153624, 19.063889; -0.951504, 15.434242, 18.428179; -0.429616, 16.066109, 19.218718; 7.38326, 25.007353, 21.952639; 7.819625, 20.09162, 22.541069; 7.46596, 17.079216, 21.571438; 7.289598, 15.57315, 21.086018; 7.463624, 14.584166, 20.279215; 7.510355, 13.727096, 19.694586; 6.737316, 14.403887, 20.343536
2.76085, 17.733, 23.8975; 1.135369, 15.738438, 23.424185; 1.073097, 8.521715, 23.428837; 1.401705, 1.562207, 27.107359; 1.424671, 0.321996, 24.715963; 1.392441, 0.752737, 23.470331; 4.223708, 15.88214, 23.09294; 4.424155, 9.112668, 21.297033; 5.04444, 1.517755, 24.268002; 4.924802, 0.799025, 21.634562; 4.816706, 1.368083, 20.404896; 2.753293, 20.230734, 23.356096; 2.937304, 22.723007, 22.709341; 3.234187, 25.250713, 22.271788; 3.395959, 26.594479, 21.681595; 3.484715, 28.009714, 21.285643; 3.520267, 29.529737, 21.159786; -0.855487, 26.236713, 21.5902; -1.80859, 21.425848, 21.548048; -1.403264, 18.475986, 20.391403; -1.202153, 16.999733, 19.815918; -1.099443, 16.180172, 18.935806; -0.933471, 15.466047, 18.29595; -0.421664, 16.087519, 19.101183; 7.361135, 25.000849, 22.054684; 7.778601, 20.082815, 22.63758; 7.42968, 17.074886, 21.652464; 7.255714, 15.57105, 21.159328; 7.450468, 14.581866, 20.357523; 7.512025, 13.724779, 19.774292; 6.722359, 14.402751, 20.401648
2.72099, 17.7394, 23.9575; 1.101745, 15.743293, 23.46955; 1.065654, 8.526437, 23.443651; 1.402911, 1.559408, 27.107124; 1.421884, 0.322657, 24.713902; 1.387309, 0.754253, 23.468628; 4.192502, 15.890839, 23.163506; 4.410896, 9.130019, 21.337353; 5.046491, 1.51961, 24.265118; 4.924783, 0.795534, 21.633238; 4.814077, 1.362183, 20.402693; 2.713819, 20.23569, 23.40947; 2.903857, 22.725807, 22.756184; 3.210723, 25.2519, 22.316204; 3.383135, 26.593225, 21.723484; 3.47605, 28.007757, 21.32597; 3.511624, 29.527681, 21.198938; -0.868221, 26.243269, 21.580278; -1.818056, 21.433128, 21.457966; -1.403532, 18.49235, 20.281614; -1.19787, 17.020622, 19.696232; -1.086105, 16.208105, 18.81071; -0.91429, 15.498533, 18.167341; -0.411646, 16.109758, 18.986076; 7.33965, 24.99436, 22.152174; 7.740991, 20.074461, 22.730644; 7.394672, 17.071217, 21.730433; 7.222033, 15.569712, 21.229784; 7.437018, 14.58072, 20.432926; 7.512935, 13.724003, 19.850845; 6.707436, 14.403652, 20.455856
2.68087, 17.7455, 24.0151; 1.06896, 15.747173, 23.512177; 1.056301, 8.530404, 23.456776; 1.404157, 1.557478, 27.108015; 1.420499, 0.319414, 24.715454; 1.383846, 0.748262, 23.46929; 4.161984, 15.899697, 23.232628; 4.398667, 9.146974, 21.379004; 5.048718, 1.521392, 24.2638; 4.925697, 0.792401, 21.633337; 4.812648, 1.359483, 20.403204; 2.673789, 20.240467, 23.46108; 2.87078, 22.728586, 22.802263; 3.189424, 25.252937, 22.360662; 3.371117, 26.591663, 21.764845; 3.467757, 28.00537, 21.365294; 3.503687, 29.525166, 21.236809; -0.877683, 26.252964, 21.572775; -1.816074, 21.443348, 21.368776; -1.395377, 18.511154, 20.173344; -1.186664, 17.043709, 19.578365; -1.066542, 16.237066, 18.688578; -0.889475, 15.531148, 18.04262; -0.39559, 16.132782, 18.8737; 7.31938, 24.984655, 22.247705; 7.704693, 20.06271, 22.819624; 7.360592, 17.06388, 21.805494; 7.189087, 15.564571, 21.297924; 7.424657, 14.576975, 20.505165; 7.515284, 13.721502, 19.923359; 6.694254, 14.401857, 20.506275
2.64172, 17.7519, 24.0691; 1.037351, 15.751748, 23.549593; 1.044302, 8.535235, 23.46669; 1.405429, 1.557723, 27.107868; 1.41925, 0.316178, 24.717094; 1.380183, 0.742435, 23.470116; 4.132493, 15.909251, 23.297613; 4.387985, 9.163969, 21.419552; 5.051094, 1.523812, 24.262508; 4.925743, 0.790813, 21.63327; 4.810064, 1.361435, 20.40502; 2.637817, 20.24577, 23.510128; 2.8418, 22.732054, 22.846527; 3.167401, 25.255318, 22.403801; 3.358497, 26.591763, 21.805807; 3.458716, 28.004765, 21.404646; 3.494313, 29.52446, 21.274883; -0.889959, 26.257221, 21.569412; -1.811783, 21.448467, 21.285269; -1.386229, 18.525116, 20.070066; -1.175109, 17.062088, 19.465143; -1.048676, 16.26052, 18.57165; -0.867938, 15.557614, 17.92343; -0.38116, 16.149923, 18.765327; 7.298122, 24.983438, 22.33674; 7.66462, 20.059208, 22.901302; 7.321453, 17.064747, 21.874039; 7.150438, 15.567607, 21.359936; 7.40717, 14.582538, 20.570612; 7.512984, 13.729174, 19.988276; 6.676561, 14.409651, 20.548735
2.60269, 17.7583, 24.1188; 1.00754, 15.755154, 23.582703; 1.034691, 8.539007, 23.475615; 1.405594, 1.55806, 27.109219; 1.417973, 0.313852, 24.719822; 1.377381, 0.735142, 23.471205; 4.104504, 15.919686, 23.359188; 4.37936, 9.181346, 21.459074; 5.050912, 1.527273, 24.26234; 4.926003, 0.788661, 21.634653; 4.809054, 1.364485, 20.408955; 2.602165, 20.251581, 23.557192; 2.813564, 22.736397, 22.890425; 3.145636, 25.258476, 22.44575; 3.346931, 26.592579, 21.845877; 3.450521, 28.004852, 21.443012; 3.485015, 29.524431, 21.311602; -0.901662, 26.261047, 21.564602; -1.807043, 21.454494, 21.201368; -1.374656, 18.54094, 19.965225; -1.160145, 17.082802, 19.349783; -1.027978, 16.285486, 18.45332; -0.844005, 15.584991, 17.8034; -0.363928, 16.168692, 18.6551; 7.276668, 24.98389, 22.424706; 7.623044, 20.05704, 22.97903; 7.281404, 17.067316, 21.937557; 7.111175, 15.572532, 21.416391; 7.388078, 14.59059, 20.629995; 7.508236, 13.73993, 20.046482; 6.65773, 14.421292, 20.58422
2.56451, 17.7647, 24.1631; 0.977529, 15.759987, 23.608921; 1.024982, 8.544268, 23.481998; 1.407177, 1.561198, 27.11035; 1.415692, 0.315718, 24.7216; 1.372271, 0.74052, 23.47427; 4.076228, 15.92944, 23.415115; 4.372105, 9.19722, 21.496552; 5.052206, 1.530982, 24.26429; 4.924286, 0.788663, 21.63779; 4.804935, 1.368873, 20.414394; 2.566741, 20.257832, 23.600834; 2.785411, 22.741644, 22.932673; 3.125676, 25.262493, 22.487223; 3.335904, 26.594584, 21.885942; 3.443027, 28.005976, 21.480915; 3.47747, 29.525335, 21.346987; -0.90975, 26.268063, 21.556438; -1.804883, 21.465864, 21.117985; -1.36053, 18.5635, 19.859955; -1.140082, 17.110931, 19.23354; -1.003371, 16.31715, 18.334625; -0.817035, 15.618554, 17.683336; -0.342641, 16.19431, 18.543589; 7.256343, 24.983107, 22.515503; 7.58568, 20.053625, 23.056656; 7.242911, 17.070007, 21.998182; 7.072143, 15.578259, 21.468563; 7.368003, 14.598151, 20.686794; 7.501464, 13.749439, 20.10334; 6.638422, 14.434046, 20.616428
2.52705, 17.7703, 24.2032; 0.947046, 15.765301, 23.630434; 1.017211, 8.550058, 23.487843; 1.407126, 1.565641, 27.112778; 1.413841, 0.318592, 24.72484; 1.368954, 0.74051, 23.476582; 4.047312, 15.937552, 23.466455; 4.365084, 9.211052, 21.531406; 5.050551, 1.53413, 24.268034; 4.922339, 0.787252, 21.642843; 4.801717, 1.37659, 20.42394; 2.532054, 20.263456, 23.641062; 2.757383, 22.746668, 22.97288; 3.105542, 25.266653, 22.52864; 3.324814, 26.596605, 21.925861; 3.434987, 28.007143, 21.518677; 3.468628, 29.526323, 21.38253; -0.917864, 26.275696, 21.550776; -1.803747, 21.478617, 21.042976; -1.347159, 18.588213, 19.762005; -1.120631, 17.141596, 19.124088; -0.980098, 16.350975, 18.22298; -0.791863, 15.654057, 17.570442; -0.322461, 16.22253, 18.43824; 7.235301, 24.982708, 22.60437; 7.544794, 20.050259, 23.129986; 7.200577, 17.073471, 22.052914; 7.029109, 15.585119, 21.514044; 7.341693, 14.606341, 20.737133; 7.486557, 13.759489, 20.153696; 6.61336, 14.4498, 20.641306
2.49074, 17.777, 24.2405; 0.918704, 15.771214, 23.648872; 1.011183, 8.556494, 23.493214; 1.406837, 1.571073, 27.115591; 1.410603, 0.323157, 24.7281; 1.363924, 0.747259, 23.480648; 4.020238, 15.947175, 23.515705; 4.358314, 9.225603, 21.567019; 5.048597, 1.539801, 24.277382; 4.919477, 0.789565, 21.653193; 4.797398, 1.390695, 20.44021; 2.498188, 20.270203, 23.678593; 2.730174, 22.753027, 23.011255; 3.086271, 25.272379, 22.569712; 3.314445, 26.600527, 21.966259; 3.427695, 28.010168, 21.556828; 3.460638, 29.529121, 21.417995; -0.924074, 26.285013, 21.543121; -1.803299, 21.493904, 20.971403; -1.331603, 18.617033, 19.665682; -1.097563, 17.177147, 19.015368; -0.952872, 16.389948, 18.111925; -0.762293, 15.695048, 17.457914; -0.297958, 16.256987, 18.332666; 7.214527, 24.984179, 22.695074; 7.505307, 20.048916, 23.204716; 7.158478, 17.07894, 22.109825; 6.985726, 15.593974, 21.562098; 7.312674, 14.617207, 20.788576; 7.467148, 13.772883, 20.203938; 6.586166, 14.469542, 20.667963
2.45494, 17.7825, 24.2753; 0.890802, 15.77626, 23.664587; 1.005074, 8.562122, 23.496872; 1.406624, 1.57587, 27.116997; 1.40928, 0.32545, 24.730814; 1.361518, 0.748041, 23.482891; 3.993388, 15.955051, 23.56357; 4.353609, 9.238477, 21.601662; 5.04424, 1.544696, 24.289204; 4.914894, 0.788582, 21.666712; 4.792111, 1.399185, 20.458542; 2.465127, 20.27575, 23.713648; 2.70384, 22.758453, 23.04823; 3.067896, 25.277464, 22.611269; 3.303844, 26.604015, 22.007292; 3.420196, 28.012716, 21.595495; 3.453064, 29.531412, 21.453869; -0.928578, 26.29431, 21.535904; -1.799545, 21.509249, 20.904057; -1.312427, 18.6465, 19.573196; -1.070709, 17.213642, 18.91029; -0.921065, 16.430082, 18.004494; -0.727363, 15.7375, 17.348946; -0.268583, 16.29368, 18.230288; 7.194016, 24.984995, 22.786966; 7.46522, 20.046463, 23.275288; 7.115808, 17.08401, 22.161009; 6.941781, 15.602788, 21.603632; 7.282032, 14.626489, 20.835274; 7.445613, 13.783403, 20.25133; 6.558012, 14.486251, 20.692844
2.4203, 17.7879, 24.3079; 0.864823, 15.780605, 23.678812; 0.999679, 8.56708, 23.500324; 1.405578, 1.581144, 27.120573; 1.406187, 0.329007, 24.73529; 1.357137, 0.752463, 23.487709; 3.968064, 15.963129, 23.609625; 4.350079, 9.250925, 21.636911; 5.037718, 1.550689, 24.306675; 4.907619, 0.786665, 21.686514; 4.78453, 1.39932, 20.479414; 2.431741, 20.281292, 23.746902; 2.677615, 22.764072, 23.084387; 3.052433, 25.282492, 22.653149; 3.295986, 26.607967, 22.049831; 3.415265, 28.015663, 21.635447; 3.448193, 29.534008, 21.490097; -0.927337, 26.30756, 21.52494; -1.791521, 21.529234, 20.835457; -1.286274, 18.681257, 19.47989; -1.035532, 17.255743, 18.804619; -0.880837, 16.476782, 17.89571; -0.683805, 15.787308, 17.237883; -0.23049, 16.337439, 18.125822; 7.175258, 24.981812, 22.883738; 7.423067, 20.039553, 23.34607; 7.072373, 17.086191, 22.2083; 6.897718, 15.609502, 21.639217; 7.252731, 14.631745, 20.879438; 7.426994, 13.788093, 20.299416; 6.53196, 14.495722, 20.717705
